,user_name,user_location,user_description,user_verified,date,text,hashtags,source,label
126,Roh,,,FALSE,12-03-2022 17:21,@airtel #airtel ur network sucks today,['airtel'],Twitter Web App,0
127,Manish Kumar Thakur,"New Delhi, India",Believe In Yourself,FALSE,12-03-2022 16:28,@airtelindia @Airtel_Presence @Bhartiairtel3  #indiasfastestnetworkprovider #Airtel 👎 after raising so many compliments still Airtel not improving their services. https://t.co/VylhepEGLg,"['indiasfastestnetworkprovider', 'Airtel']",Twitter for Android,0
128,PistisData,,"We offer instant recharge of Airtime and Internet Data plans, Cable TV subscriptions, Electricty bills payment and WAEC/NECO result checker pins.",FALSE,12-03-2022 15:48,"Fantastic offer - MTN 1GB (SME) - N250 from
https://t.co/5wMvIeu5zm

Register on the our website, fund your wallet using our safe and automated payment gateway and make your order. 
You can purchase Data for all networks in Nigeria.
#mtn #Airtel #Glo 
#SMEs https://t.co/NytQtaLktw",,Twitter for Android,1
129,Prashant Mishra,"Bengaluru, India",,FALSE,12-03-2022 15:01,"@reliancejio @JioCare
Bangalore 560068
Total blackout since yest, no cellular network. Tried all possible solutions be it access point settings, network mode, clear network settings &amp; even tried sim in 3 other phones
Customer care is pathetic
Monday switching to #Airtel
#Jiodown",,Twitter for Android,neutral
130,Vineet,,,FALSE,12-03-2022 14:54,"#Airtel @airtelindia why my plan has been upgraded without my approval?
This is really unprofessional.",['Airtel'],Twitter for Android,neutral
131,Rami Dhaliwal,"Chandigarh, India",Sardarni of sardar 😍😍,FALSE,12-03-2022 14:16,"Pathetic internet services given to customer. For 100MBS daily Network issue Always your support service provider call to take 200MBS But they don't help with old plan #airtelbroadband @airtel  @airtelindia @Airtel_Presence  @mittalsunil #airtel 
 service request no. 10024763065",,Twitter for Android,0
132,iDoePoe,India,"son, brother , friend, and i know I'm best last but not the least https://t.co/PUZUGzkzbM . This is my youtube channel.",FALSE,12-03-2022 14:16,#airtel @airtelindia no customer support.  Worst - experience.  Hate want to port,['airtel'],Twitter for Android,0
133,Gaurav singh,India,"Quick,🤣funny tech review and information share.
*official Twitter account--Burner Net.
*full information share on YouTube CHANNEL :- Burner Net.--Keep Support.",FALSE,12-03-2022 14:15,"https://t.co/6OUexAYHhH 

Customer care/Tollfree NUMBER of Internet provider/OPERATORS in INDIAN.wifi,router,sim and more network/internet provider and OPERATORS.
#jio #airtel #vi #bsnl #burnernet https://t.co/aRoM7Pf6k3",,Twitter for Android,neutral
134,vaibhav,"बैंगलुरु, भारत",,FALSE,12-03-2022 13:45,"#Airtel airtel coustomer care is very bad service they are cut my call my airtel account number 7042560642
my account is deactivated they are sending a cheque and without intimation cheque is returned in to headoffice i called daily 1 hours last one month they are not helping",['Airtel'],Twitter Web App,0
135,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,12-03-2022 13:00,"NEW HA Tunnel Plus Config Files Download (Unlimited 2022) – MTN, Airtel, 9mobile, #Glo &amp; More… https://t.co/drvjgYBp1C #9mobile #freebrowsingcheats #airtel #mtn",['Glo'],Revive Social App,neutral
136,Amit Saxena,"Etah, India","i am what my deep driving desire is..as my
desire, so my will..as my will, so my deed..as
my deed, so my destiny..and as my destiny,
so my desire...",FALSE,12-03-2022 12:30,"@airtelindia @Airtel_Presence 
Airtel broadband is down from last 2 hours in Etah UP. 
Your team simply excused for technical problem and customers are losing patience now ! 
For this poor performance we are paying highest tarriff to airtel ? 
Solve it soon #airtel #extremefibre",,Twitter for Android,neutral
137,Prashant Bhaskar,"Adelaide, South Australia","Entrepreneur, Tennis Coach, Guitarist, Physics lover, founder https://t.co/65JGv093SV, https://t.co/EDg48Epiwb",FALSE,12-03-2022 12:18,"Not much changed in #Airtel world it seems. Day two in India, Airtel sales guy sells broadband connection saying installation engineer will come in 1 hour. Airtel smses too. After 2 hours overdue, followed up with Engineer who says it's late in the day. Still waiting, let's see.",['Airtel'],Twitter for Android,0
138,Kamal Kumar Yadav,"वाराणसी, भारत",Software Developer @Capgemini,FALSE,12-03-2022 12:17,@airtelindia If you want to port into airtel prepaid you can't . Because airtel customers agent offer you to port into postpaid only. Is this new marketing strategy to increase postpaid users?? @TRAI #airtel,,Twitter for Android,neutral
139,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,12-03-2022 11:59,How To Check BVN On #Airtel Line https://t.co/tsZ8uahYLE #howto,"['Airtel', 'howto']",Revive Social App,neutral
140,Indianext,,"indianext is an independent news agency, bringing you news on the most happening topics like AI, Cryptocurrency, Telemedicine and Renewable Energy.",FALSE,12-03-2022 11:05,"@airtelnews has acquired around a 9 per cent stake in renewable energy firm @avaadaenergy Clean TN Project for about Rs 7.88 crore in an all-cash deal, according to a regulatory filing.
https://t.co/sTrxs6f76D
#Airtel #AvaadaClean #ElectricityAct2003 #renewableenergy",,Hootsuite Inc.,1
141,Ravi,Gaya (bihar),,FALSE,12-03-2022 11:03,I’m even facing call drop issu with 198 service . Airtel is not responding to this issue after complaining and its already 7 days . @TRAI #TELECOM #india #internet #BiharNews #airtel #AirtelDown #trai,,Twitter for iPhone,0
142,Ravi,Gaya (bihar),,FALSE,12-03-2022 10:50,Continuously facing same issues and airtel is not resolving issues regarding their network. Facing with internet service or call dropping issue regularly in my area gaya bihar pin code 823001 . @TRAI @airtel #networkissue #AirtelDown #trai #airtel #BiharNews #internet #TELECOM,,Twitter for iPhone,0
143,Digi,"Mumbai, India",Digital strategist. Writer. Traveller. Chasing sunsets & stocks. Filmy AF. Wordplayer. Bollywood movie marketer @yrf. Just listed my multiple personalities.,FALSE,12-03-2022 10:41,@airtelindia @Airtel_Presence no #Airtel network on phone or broadband since morning. Appears for a few seconds and disappears. What is happening?,['Airtel'],Twitter for Android,0
144,Dharmendra Singh Rathore,,,FALSE,12-03-2022 10:30,"@airtelindia pathetic customer care my phn got stolen 10 days back, I request to block my number but till date the number is active, neither #DelhiPolice nor #airtel is doing anything, the thief is using phn with full freedom....... Wow to airtel india, delhi police",,Twitter for Android,0
145,Ankit Singla,"Chandigarh, India",Ideals of righteousness honesty and truth we were taught simply dont seem to work..... finding it very hard to unlearn...,FALSE,12-03-2022 10:22,@airtelindia @Airtel_Presence Shifted to Airtel black... No priority the boy for DTH installation talks with such rudeness...#disappointed #AIRTEL,,Twitter for Android,0
146,Musunuru Mahesh Babu,,,FALSE,12-03-2022 10:13,"Very slow network of you pay the subscription with gst.
#jio #airtel #ambani #bharatimittal #jiofi #reliance","['jio', 'airtel', 'ambani', 'bharatimittal', 'jiofi', 'reliance']",Twitter for Android,0
147,VinayRajpoot,"कोलकाता, भारत",Work at https://t.co/YIU1InWE0U and Professional Cricketer,FALSE,12-03-2022 10:07,@airtelindia #airtel I have raised the request to disconnect my broadband in the month of Dec.21 while paying my final bill but still airtel guys calling me and asking payment for Jan Feb and March. Ridiculous https://t.co/VyTlQjUtE6,['airtel'],Twitter for iPhone,0
148,Sunny Jeevan,"Hyderabad,India","🕶️
Nothing to hide",FALSE,12-03-2022 10:00,"#airtelchargingstation  but no power to charge your phone location @CareHospitalsIn 
#Airtel #🔋🔌 https://t.co/1ddZslGzs7","['airtelchargingstation', 'Airtel']",Twitter for Android,neutral
149,Rachana Mahajan,,,FALSE,12-03-2022 09:41,#Airtel this is to bring to your notice I have a no 7715818181 who’s outstanding I have paid. Gallery people had told me I would get the no free of cost for which now they are asking me to pay rs 1lkh. I’m not asking for a new no I’m just asking for my own number to be reactive,['Airtel'],Twitter for iPhone,0
150,pratik shah,,,FALSE,12-03-2022 09:36,"@Airtel_Presence 3 days happen but no response from #airtel and @JioCare 

No one interested for new customers 😞
Worst experience from #indiantelecom",['airtel'],Twitter for Android,0
151,Gaurav Agarwal,"आगरा, भारत",,FALSE,12-03-2022 09:33,"What Customer Deserves and Pays for vs. What Jio Offers

Poor Network Quality, Feedbacks Ignored
@reliancejio @JioCare @reliance @jaagograhakjago 

#Jio #Reliance #Airtel #Vodafoneidea #Agra https://t.co/ircnp7JwSB",,Twitter for iPhone,neutral
152,Midhesh,,,FALSE,12-03-2022 09:24,"If you recharged incorrect @airtelindia number by mistake, doesn't matter whatever proofs you can submit for get back your cash.
Even the number which we recharged is switched off from last 4 month's 😢😢😢
@airtelnews @airtel

Donated Rs. 479 to airtel. 🙏
#airtel #pathetic",,Twitter for Android,1
153,News track English,delhi,"Newstracklive is one of the best news portal in India ,we are providing news in different Languages like Hindi ,English,Telugu,Tamil And much more.",FALSE,12-03-2022 09:21,Now recharge Rs 209 in airtel and get so much GB data https://t.co/NUfhydarxP https://t.co/5QdnnAhYuH #airtel #newrechargeplan #bestoffer #technews,['airtel'],dlvr.it,neutral
154,AB02,,Hell Is Hiring !!,FALSE,12-03-2022 09:17,#airtelthanks #Airtel I finally got a call from you guys. Marsh was the guy who called me. Plan changed to the one I wanted. I dont owe anything he said so I am fine with that. Hopefully I wont have to worry about this issue anymore. Thanks Marsh &amp;  Airtel.,"['airtelthanks', 'Airtel']",Twitter for Android,1
155,Study Visa Consultants in Jalandhar Punjab,"Jalandhar, Punjab, India","We are providing Study Visa consultancy Services for Canada, Australia, New Zealand, Europe, Singapore and Cyprus. Call: +91-8054089361",FALSE,12-03-2022 09:07,"#Study in the #UK from #jalandhar #visaconsultants
Apply for April 2022 Intake...
High visa success rate, Seats Available for Indian Students for UK Universities and Colleges
Url: https://t.co/y6EGEfgoMj
#twitter #google #facebook #seo #smo #smm #socialmedia #Vi #airtel #Jio https://t.co/UhdpvVJj42","['Study', 'UK', 'jalandhar', 'visaconsultants']",Twitter Web App,neutral
156,ankur,"Delhi, India",,FALSE,12-03-2022 08:51,"Rescheduled time was 1 pm and it’s already 2:17 pm. You lost a customer @reliancejio @JioCare 
Will continue my service with @airtelindia @Airtel_Presence. 
Didn’t expect this from #jio
#airtel #jio #CustomerService",,Twitter for iPhone,0
157,Sudhir B. Dange,Chandrapur ,"ना, मुन्ना ना! अब मत पढ़। 
तेरी गिनती इसमें हो गयी है।",FALSE,12-03-2022 08:32,"What's wrong with #Airtel ..
Should I change the SIM?",['Airtel'],Twitter for Android,neutral
158,Prashanth,Chennai,Movie buff. Cricket addict. Patriot. Stag entry. Software Engineer by profession. Trader by passion.,FALSE,12-03-2022 07:40,There is no timeline for the complaint raised. I'm raising a grievance today with all the proofs from DM of @Airtel_Presence  #Airtel @airtelindia,,Twitter Web App,0
159,Prashanth,Chennai,Movie buff. Cricket addict. Patriot. Stag entry. Software Engineer by profession. Trader by passion.,FALSE,12-03-2022 07:33,#Airtel @Airtel_Presence  there cant be bad customer support than Airtel @JioCare is far better when it comes to customer service. Converted to Jio fibre frm airtel broadband becuase of customer support issue and frequent disconnection in airtel broadband connection few weeks bak,['Airtel'],Twitter Web App,0
160,Paresh Khatri,"Ulhasnagar, India",,FALSE,12-03-2022 06:54,@HathwayBrdband If anyone can suggest a better and stable internet service in #Ulhasnagar #kalyan please let me know  #fiber #internetservice #jiofiber #airtel,"['Ulhasnagar', 'kalyan']",Twitter for iPhone,neutral
161,R.K.Heggade 🇮🇳,"Mysore, India",ಪರಿತ್ರಾಣಾಯ ಸಾಧೂನಾಂ ವಿನಾಶಾಯ ಚ ದುಷ್ಕೃತಾಂ| ಧರ್ಮಸಂಸ್ಥಾಪನಾರ್ಥಾಯ ಸಂಭವಾಮಿ ಯುಗೇ ಯುಗೇ||🚩,FALSE,12-03-2022 06:50,"Worst customer service @airtelindia. I never expected it from #Airtel.
Due to non functioning of 4G, i requested for SIM swap as per the advice by airtel outlet on 7th March 2022. The Airtel outlet have said that it will took 2 hours to get activated.",['Airtel'],Twitter for Android,0
162,Ronald Praveen,Chennai,Comrade...! Marxist...! ☭,FALSE,12-03-2022 06:46,@airtelbroad @airtelindia I have asked the representative to come at 10am today and called him thrice today and he responded finally that he will come by 12pm. Is this how your customer service works? Is there a way I can cancel your broadband connection? #Airtel #CustomerService,,Twitter for Android,0
163,CPKulkarni,,"Truely Indian, personal account, does not represnt my employer by any means.",FALSE,12-03-2022 06:38,"@Airtel_Presence SMS service started after 24 hrs of the request put for new sim card, while calling started 4hrs later of the request. When most of apps/services needs OTP these days, is it good to keep customer sms service delayed.😏 @TRAI #airtel https://t.co/AQO8f3r4qG",,Twitter for Android,0
164,harini,,,FALSE,12-03-2022 06:32,Learn to wait Incessantly..Training  will be provided by you by #Airtel Broadband. All you need to do is approach airtel sales team. They will rush take money for connection and installation and  will vanish..Then the  Training starts...,['Airtel'],Twitter Web App,0
165,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,12-03-2022 06:30,"#Airtel Talk More Code To Activate, Migration &amp; Benefits 2022 https://t.co/HUJxdUUn3I #tariffplans #cheapdataplans","['Airtel', 'tariffplans', 'cheapdataplans']",Revive Social App,neutral
166,Telecom TALK,India,"#Telecom #5G #Mobile #DTH
 
PR Mails: news at telecomtalk dot info

Newsletter: https://t.co/DvJxkN3nf2…

For Aviation News Updates - @aviationscoop",TRUE,12-03-2022 06:21,"BSNL, Airtel, Jio, and Vi Can Get More Customers if They Did This
#BSNL #Jio #Vi #Airtel
https://t.co/jPRzXHjkPr","['BSNL', 'Jio', 'Vi', 'Airtel']",Twitter Web App,neutral
167,CFCtpa,Mumbai,Football Crazy. Bleed Blue!. wildlife photographer. @chelseafc for life. and I work for a living.,FALSE,12-03-2022 06:20,@mahamosam I thought only I had the problem. airtel broadband has really gone dumps in last 6 months. I was happy earlier. #airtelcares #Airtel #AIRTELXstreeamfiber @Airtel_Presence @airtelindia,,Twitter Web App,
168,anirban dey,,,FALSE,12-03-2022 06:17,"@JioCare Back to same situation. Ur executives are just doing temporary fixes &amp; closing the ticket. Nonsense and pathetic service still going on from useless @JioCare  @reliancejio .
Never seen such issues from #tata or #airtel. Jio fiber is total disaster",,Twitter for Android,
169,IM_INDIAN,"bangalore, jhunjhunu",SELF EXPLAIN... TRY N TESTED...,FALSE,12-03-2022 06:05,@RajendraGudha #BSNL #AIRTEL #JIOMOBILE  #PMO #ashwanivaishnav #TRAI @DoT_India @AshwiniVaishnaw TOWER FOR BHOJGRAH village RAJASTHAN 333022 KINDLY PROVIDE MOBILE. We are unable to call to our relatives. I unable to communicate to my old aged parents. Wat is the use digitalindia?,"['BSNL', 'AIRTEL', 'JIOMOBILE', 'PMO', 'ashwanivaishnav', 'TRAI']",Twitter for Android,
170,Dev Raghuwanshi,Euroland,Attracted to Kind ❤️ Lovely 😊 Humanity 🙏🏼 Travelled 52 countries & counting. Join me on adventures 😃,FALSE,12-03-2022 05:29,"Never go with @Airtel. They are scammers. When you get connection, they tell you one bill amount with discount for plan. After a week of getting connection, they will call you to tell that you will have to pay full amount while admitting Airtel sales person lied #Scammer #Airtel",,Twitter for iPhone,
171,AMIT KUMAR SINGH,"Bihar, India",,FALSE,12-03-2022 04:52,"@JioCare @dead_l_pool Very Poor Week network nd Internet connectivity, ghatiya Gandha Bad Data experience anytime facing #jio 
Ab #JioNumber switch To #airtel mein krna hoga, 4G high speed ke paisa pe krke 2G service and speed #jio Deta hai...
#HighSpeedJioInternet 
@JioCare 
@MukeshAmbani https://t.co/7tjVKWO8OW",,Twitter for Android,
172,Rabinder Sharma,Mumbai,Founder and CEO of Futurescape Advertising and Technologies,FALSE,12-03-2022 04:49,"#airtelcustomers #airtel #bbps #mobikwik #billpayments #npci #gopalvittal #sunilbhartimittal 

Fellow Airtel Subscribers, Are you able to make your bill payments from your preferred mode? I am not.  I have always made my utility payments from oneapp. https://t.co/Dl1B10YuLN","['airtelcustomers', 'airtel', 'bbps', 'mobikwik', 'billpayments', 'npci', 'gopalvittal', 'sunilbhartimittal']",Twitter for iPhone,
173,Hello,India,"बोल के लब आजाद हैं तेरे..
be a Deshbakt not 🚫 Party bhakt🙏",FALSE,12-03-2022 04:36,@Airtel_Presence @Airtel_Presence @airtelindia facing too much call drop and network issues in Hasanpura Siwan (841236) #AirtelDown #Airtel,"['AirtelDown', 'Airtel']",Twitter for iPhone,
174,Vinita Agarwal,,,FALSE,12-03-2022 04:05,This is Airtel’s network in our area. Even after complaining a lot of times there is no improvement. No Internet or 4g. No call. It’s Gurgaon we are talking about not any remote undeveloped place in india.  #airtel #airtel4g #badnetwork #airtelinancienttimes @airtelindia https://t.co/qxVQQvyEGD,,Twitter Web App,
175,Deepak Shrivastava,Pune,,FALSE,12-03-2022 03:58,@Airtel_Presence @airtelnews @airtelindia Thank you for being so pathetic Internet Service Provider . I have finally decided to end my Work From Home and move to any other cities to get Broadband connection to continue working. #AirtelBreaksBiases #Airtel #AirtelPatheticService,,Twitter for Android,
176,Aadeel Maknojia,"19.189138,72.849717",That's all for the day,FALSE,12-03-2022 03:48,@airtelindia @Airtel_Presence disgusting network... Did recharge... Talktime disappeared like acche din...#Airtel #AirtelBreaksBiases #airtelthanks #AirtelPaymentsBank,['Airtel'],Twitter for Android,
177,guptha gvm,Kodad,,FALSE,12-03-2022 03:43,"#airtel 
Please provide refund
Unfortunately I recharged for another number
Please help me https://t.co/rfIv1zcI9P",['airtel'],Twitter for Android,
178,Abhinav Sinha,"New Delhi, India",Trying to figure out what to write here,FALSE,12-03-2022 03:41,@airtelindia data services have collapsed here in noida. what is going on? #AirtelDown #Airtel,"['AirtelDown', 'Airtel']",Twitter for iPhone,
179,Rajesh Kumar Mishra⏺️,,Blogger,FALSE,12-03-2022 03:35,"@Shaez03884024 @Airtel_Presence @ShubhrasishS They rarely reply for genuine concern.....
#Airtel",['Airtel'],Twitter for Android,
180,సంతోష్ | Egalitarian | भारतवर्ष | सनातन धर्म शिष्य,"Secunderabad, Hyderabad","4thGen GrtG’Son of a FARMER.G’Son of a INDUS'LIST & FRE'DOM FIG'TER.SON to fellow PATRIOTIC COUPLE,who's serving our HOLY🇮🇳 thru 🇮🇳Defense & CtrlGovt Servce",FALSE,12-03-2022 03:09,"My number is ported. Switched to #Airtel @airtelindia after 2+ decades of long association with #Hutch @ViCustomerCare @VodaIdea_NEWS @VodafoneGroup 
Look forward for long association with @airtelindia &amp; hope it meet’s the expectations unlike @VodafoneGroup @ViCustomerCare","['Airtel', 'Hutch']",Twitter for iPhone,
181,సంతోష్ | Egalitarian | भारतवर्ष | सनातन धर्म शिष्य,"Secunderabad, Hyderabad","4thGen GrtG’Son of a FARMER.G’Son of a INDUS'LIST & FRE'DOM FIG'TER.SON to fellow PATRIOTIC COUPLE,who's serving our HOLY🇮🇳 thru 🇮🇳Defense & CtrlGovt Servce",FALSE,12-03-2022 03:04,"My number is down currently. 
Ported to #Airtel @airtelindia after 2+ decades of long association with #Hutch #Vodafone @VodafoneGroup 
Waiting for activation. 
Look forward for long association with @airtelindia &amp; hope it meet’s the expectations unlike @VodafoneGroup #porting","['Airtel', 'Hutch']",Twitter for iPhone,
182,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,12-03-2022 02:59,How To Check #Airtel Night Plan Balance (Update 2022) https://t.co/aFdBi6hhko #howto #cheapdataplans,"['Airtel', 'howto', 'cheapdataplans']",Revive Social App,
183,proudtobeLearner,,Learning and sharing knowlege to all.,FALSE,12-03-2022 02:46,@TRAI Dear trai where can we file a case against the #airtel as I am paying but not able to get proper internet. @Airtel_Presence do not reply as well .even I do not know where to file a https://t.co/prYXBQdsim one airtel guy providing information.,['airtel'],Twitter for Android,
184,Jais George,New Delhi,,FALSE,12-03-2022 02:00,"Airtel selects Nuronics Labs, https://t.co/ESQUEdesUo, Chimes Radio for accelerator programme #BhartiAirtel #AirtelStartupsAccelerator #Airtel #AirtelNews #Industry #TelecomNews #Startups #5G #AirtelIndiaStartupInnovationChallenge  https://t.co/SFyxu1hJcp",['BhartiAirtel'],ETRetail.com,
185,ETTelecom,"Film City, Noida","The official Twitter feed for ETTelecom, bringing you the latest on Telecom from the newsroom of The Economic Times",TRUE,12-03-2022 02:00,"Airtel selects Nuronics Labs, https://t.co/yqZvfbWNgC, Chimes Radio for accelerator programme #BhartiAirtel #AirtelStartupsAccelerator #Airtel #AirtelNews #Industry #TelecomNews #Startups #5G #AirtelIndiaStartupInnovationChallenge  https://t.co/wYmMLgVLet",['BhartiAirtel'],ETRetail.com,
186,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,12-03-2022 00:59,#Airtel 300 For 1.5GB 7days Code 2022 https://t.co/U3MCGwIxht #cheapdataplans,"['Airtel', 'cheapdataplans']",Revive Social App,
187,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,11-03-2022 22:59,"New Http Injector Ehi File Download 2022 – Free, Unlimited Cheat Code https://t.co/Z5nZfhmpHk #mtn #airtel #freebrowsingcheats #9mobile","['mtn', 'airtel', 'freebrowsingcheats', '9mobile']",Revive Social App,
188,Harish Budereddy,Bangalore,,FALSE,11-03-2022 22:33,@Airtel_Presence I was moved to #Germany in November 2021. I am recharging to my mobile either monthly basis or every 3 months. But from March 3 my mobile not showing any network for #Airtel SIM and I changed slot still not working no OTP..,['Germany'],Twitter Web App,
189,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,11-03-2022 22:29,#Airtel Daily Data Plan &amp; Bonus Codes 2022 https://t.co/WGZCySERRY #cheapdataplans,"['Airtel', 'cheapdataplans']",Revive Social App,
190,"Network Palava - Free, Cheap Data Daily.","Lagos, Nigeria","Get Cheap, Free Browsing Solutions at https://t.co/YXoh592Bhm",FALSE,11-03-2022 21:59,213GB+ HA Tunnel Plus Free Browsing Cheat (Update 2022) https://t.co/rm9bY5LD7o #9mobile #airtel #freebrowsingcheats,"['9mobile', 'airtel', 'freebrowsingcheats']",Revive Social App,
191,Monster😈savageI🔥💯,"Abia, Nigeria","old acct hacked follow 4 follow pls 💯
FC Barcelona fan💕
Foodie 💯
Official DJ Navy💕
Book us for your show🔊
We deliver 🔥🔥
Amma vibes on vibe machine💯",FALSE,11-03-2022 20:55,"#Airtel your father
    I go loud am with capital letters
#AIRTEL I SAY YOUR FATHER 
THUNDER FIRE UR GENERATION

Which kind network issues be dis nah","['Airtel', 'AIRTEL']",Twitter for Android,
192,SmartApps,"New Delhi, India","Hi, We are SmartApps. Here to share our overview of the Daily used Apps of Smartphones,also tech news and Windows news. Thanks 📰😊👍😁",FALSE,11-03-2022 20:46,#BSNL to launch 4G &amp; 5G network by this year's August. Let's see how it competes with #Jio #Airtel #Vodafone,"['BSNL', 'Jio', 'Airtel', 'Vodafone']",Twitter for Android,
193,🌈gal✨💫,,🌈🌈,FALSE,11-03-2022 20:22,Airtel ug u people are so mean u can't just block all airtel lines if people in the diaspora with all their money this is wrong u didn't even notify them.#Airtel Uganda,,Twitter for Android,
194,Á,Dreams,"Even I explain about me, you don't know who I am !",FALSE,11-03-2022 17:32,"India's fastest 4G network? @Airtel_Presence 

Last few days, internet speed is very slow. YouTube videos are buffering even at 360p. Very slow. 

#Airtel",,Twitter for Android,
195,RAJA SEKAR,,,FALSE,11-03-2022 17:26,"@airtelindia  poor internet connection in pondicherry for the past couple of days, feel bad to use your service for a long time 😕  ...#Airtel #airtelslowinternet #internet",,Twitter for Android,
196,A confused human,,will write later,FALSE,11-03-2022 16:57,If anyone want to experience what is mean by worst network in whole world try using airtel @airtelindia #airtel @airtelindia @Airtel_Presence,['airtel'],Twitter for Android,
197,Divyam Poptani,,,FALSE,11-03-2022 16:51,Airtel should appoint Finch as their brand ambassador coz he deeply believes  in“Sabh Try karo phir sahi chuno” #airtel #Ipl #kkr,"['airtel', 'Ipl', 'kkr']",Twitter for iPhone,
198,A A Pandharipande,Mumbai,Indian,FALSE,11-03-2022 16:34,"@Airtel_Presence last 7 Days still struggling to get Airtel Xtream fiber BROADBAND link up and that to in metro city like Mumbai 
Ticket no 10024018570
02210663552_dsl
#AirtelDown #Airtel xtremly dissatisfied disturbed loyal  customer due to the kind of experience",,Twitter for Android,
199,Ravi Shankar Thakur,Belgharia Texmaco,,FALSE,11-03-2022 16:25,#Airtel There is a limit to data theft. At 8:45 am a message comes that 50% of the data has been used. 90% at 8:52am and at 8:54am a message appears that 100% of the data has been exhausted. While no such application was running. @airtelindia @airtelnews @Airtel_Presence,['Airtel'],Twitter for Android,
200,Kiran Gite,,"Lawyer, Farmer, Reader, Believer in Hinduism, Nationalist , Patriot , student for life, Nation first & Of course RT's = Not endorsements",FALSE,11-03-2022 15:57,"@reliancejio 
There are more than 765  jio simcards in my area under only one tower which is far away from us so we are not getting enough data speed in my area
We all are intending to launch a collective campaign to port ourselves collectively to #Airtel 
Now it is up to you",,Twitter for Android,
201,Gaurav Tripathi,New Delhi,E-Governance Consultant,FALSE,11-03-2022 15:43,"@airtelnews @Airtel_Presence @airtelindia #AirtelDown #Airtel4G Shame shame on 4G network and services.

Worst services and customer experience. Feku #airtelthanks #Airtel","['AirtelDown', 'Airtel4G']",Twitter for Android,
202,BiswaTripathy,"Orissa, India",lone,FALSE,11-03-2022 15:34,I am so glad that i am throwing #jio sim away and going back to #airtel network.. don't know how many times i complained about jio's service problem.. but they didn't help me a bit.,"['jio', 'airtel']",Twitter for Android,
203,iDoePoe,India,"son, brother , friend, and i know I'm best last but not the least https://t.co/PUZUGzkzbM . This is my youtube channel.",FALSE,11-03-2022 15:33,#airtel fraud cheaters worst experience as a customer,['airtel'],Twitter for Android,
204,Anuj Shukla,Noida,"option Trader! DM for details और हाँ मुझे हिन्दू होने पर गर्व है !Working with a reputed Hindi News Channel
Rigi paid https://t.co/TFmvvDxdLK",FALSE,11-03-2022 15:14,"Picture for the day. Clear levels and work like charm . Join @ 999 per month 
 #Nifty #banknifty #Pfizer #Lupin #metropolis 
  #NiftyBank #nifty50 #Apollohosp  #airtel  #srf #indigo #BajajFinance #AxisBank 
 #jublfood #ADANIENT #TataChem #Hindalco #cipla #Reliance #icicibank https://t.co/deXiG8HiUA","['Nifty', 'banknifty', 'Pfizer', 'Lupin']",Twitter Web App,
205,Aayush 🅐,New Delhi/ Mumbai/ Muzaffarpur,"Proud Indian, Son, Brother, Software Engineer by profession, ♥️ Superheroes | Mumbai Indians Fan",FALSE,11-03-2022 14:48,@Airtel_Presence FYI It’s March and I haven’t received my refund yet. Don’t use public money in fake advertisements that claims to be best support in the market.!! #Pathetic #Airtel,,Twitter for iPhone,
206,Sheikh Hazik,"Anantnag, Jammu & Kashmir","https://t.co/HmqirdwnwA
IPL TEAM:-@kkr",FALSE,11-03-2022 14:38,"@airtelindia Very diiffence between Jio network and. Airtel....I love Airtel Network....but Jio network is .veryy poor eg server error shows in bgmi and takes time in uploading video in YouTube ....I love Airtel...
#airtel #banjio",,Twitter for Android,
207,iDoePoe,India,"son, brother , friend, and i know I'm best last but not the least https://t.co/PUZUGzkzbM . This is my youtube channel.",FALSE,11-03-2022 14:23,#airtel doesn't care about there customers. No customer support,['airtel'],Twitter for Android,
208,iDoePoe,India,"son, brother , friend, and i know I'm best last but not the least https://t.co/PUZUGzkzbM . This is my youtube channel.",FALSE,11-03-2022 14:20,#Airtel4G #airtel looting money. Not giving my number back. Firstly they ask me to pay then the say it can't be returned.  #fraud,"['Airtel4G', 'airtel', 'fraud']",Twitter for Android,
209,Anbusuriya,"Pondicherry, India","Managing Director of Blah Blah Resto Pub, Hotel Aksharadha.          Entrepreneur,Traveller, Philanthropist, Hotelier",FALSE,11-03-2022 14:09,Is Airtel network is down for everyone? #AirtelDown #Airtel,"['AirtelDown', 'Airtel']",Twitter for iPhone,
